key,en,zh-Hans,zh-Hant,ar,de,es,fr,id,it,ja,ko,nl,pl,pt,ru,th,tr,vi
msg.youtube_captions,YouTube captions available,提供 YouTube 字幕,提供 YouTube 字幕,ترجمات YouTube متاحة,YouTube-Untertitel verfügbar,Subtítulos de YouTube disponibles,Sous-titres YouTube disponibles,Teks YouTube tersedia,Sottotitoli YouTube disponibili,YouTube字幕あり,YouTube 자막 가능,YouTube-ondertiteling beschikbaar,Napisy YouTube dostępne,Legendas do YouTube disponíveis,Субтитры YouTube доступны,มีคำบรรยาย YouTube,YouTube altyazıları mevcut,Có phụ đề YouTube
msg.youtube_error_code,YouTube error {code},YouTube 错误 {code},YouTube 錯誤 {code},خطأ يوتيوب {code},YouTube-Fehler {code},Error de YouTube {code},Erreur YouTube {code},Kesalahan YouTube {code},Errore di YouTube {code},YouTube エラー {code},YouTube 오류 {code},YouTube-fout {code},Błąd YouTube: {code},Erro do YouTube {code},Ошибка YouTube {code},ข้อผิดพลาด YouTube {code},YouTube hatası {code},Lỗi YouTube {code}
msg.youtube_error_embed_disabled,"The uploader hasn't allowed this video to be embedded, so it can't play here.",上传者未允许嵌入此视频，因此无法在此播放。,上傳者未允許嵌入此影片，因此無法在此播放。,لم يسمح رافع الفيديو بدمج هذا الفيديو، لذا لا يمكن تشغيله هنا.,"Der Uploader hat das Einbetten dieses Videos nicht erlaubt, daher kann es hier nicht abgespielt werden.","La persona que subió el video no ha permitido incrustarlo, así que no se puede reproducir aquí.","La personne qui a mis en ligne cette vidéo n'a pas autorisé son intégration, elle ne peut donc pas être lue ici.","Pengunggah tidak mengizinkan video ini disematkan, jadi video tidak dapat diputar di sini.","Chi ha caricato il video non ne ha consentito l'incorporamento, quindi non può essere riprodotto qui.",アップロードした人がこの動画の埋め込みを許可していないため、ここでは再生できません。,업로더가 이 동영상의 임베딩을 허용하지 않아 여기에서 재생할 수 없습니다.,"De uploader heeft niet toegestaan dat deze video wordt ingebed, dus hij kan hier niet worden afgespeeld.","Osoba, która przesłała ten film, nie zezwoliła na jego osadzenie, więc nie można go tu odtworzyć.","Quem enviou este vídeo não permitiu que ele fosse incorporado, então ele não pode ser reproduzido aqui.","Автор видео не разрешил встраивать его, поэтому оно не может воспроизводиться здесь.",ผู้ที่อัปโหลดไม่ได้อนุญาตให้ฝังวิดีโอนี้ จึงไม่สามารถเล่นที่นี่ได้,Yükleyen kişi bu videonun gömülmesine izin vermediği için burada oynatılamıyor.,Người đăng tải chưa cho phép nhúng video này nên video không thể phát ở đây.
msg.youtube_error_generic,This video couldn't be loaded in the embedded player.,无法在嵌入式播放器中加载此视频。,無法在嵌入式播放器中載入此影片。,تعذر تحميل هذا الفيديو في المشغل المضمّن.,Dieses Video konnte im eingebetteten Player nicht geladen werden.,Este video no se pudo cargar en el reproductor integrado.,Cette vidéo n'a pas pu être chargée dans le lecteur intégré.,Video ini tidak dapat dimuat di pemutar tertanam.,Questo video non ha potuto essere caricato nel lettore integrato.,この動画を埋め込みプレーヤーで読み込めませんでした。,이 동영상을 임베디드 플레이어에서 불러올 수 없습니다.,Deze video kon niet worden geladen in de ingebouwde speler.,Nie można było załadować tego filmu w odtwarzaczu osadzonym.,Este vídeo não pôde ser carregado no player incorporado.,Не удалось загрузить это видео во встроенном плеере.,ไม่สามารถโหลดวิดีโอนี้ในเครื่องเล่นแบบฝังได้,Bu video gömülü oynatıcıda yüklenemedi.,Không thể tải video này trong trình phát nhúng.
msg.youtube_error_html5,This video can't be played in the embedded player on this device or browser.,此视频无法在此设备或浏览器上的嵌入式播放器中播放。,此影片無法在此裝置或瀏覽器上的嵌入式播放器中播放。,لا يمكن تشغيل هذا الفيديو في المشغل المضمّن على هذا الجهاز أو المتصفح.,Dieses Video kann auf diesem Gerät oder in diesem Browser nicht im eingebetteten Player abgespielt werden.,Este video no se puede reproducir en el reproductor integrado en este dispositivo o navegador.,Cette vidéo ne peut pas être lue dans le lecteur intégré sur cet appareil ou ce navigateur.,Video ini tidak dapat diputar di pemutar tertanam di perangkat atau browser ini.,Questo video non può essere riprodotto nel lettore integrato su questo dispositivo o browser.,この動画は、この端末またはブラウザーの埋め込みプレーヤーでは再生できません。,이 동영상은 이 기기 또는 브라우저의 임베디드 플레이어에서 재생할 수 없습니다.,Deze video kan niet worden afgespeeld in de ingebouwde speler op dit apparaat of deze browser.,Tego filmu nie można odtworzyć w odtwarzaczu osadzonym na tym urządzeniu lub w tej przeglądarce.,Este vídeo não pode ser reproduzido no player incorporado neste dispositivo ou navegador.,Это видео не может воспроизводиться во встроенном плеере на этом устройстве или в этом браузере.,ไม่สามารถเล่นวิดีโอนี้ในเครื่องเล่นแบบฝังบนอุปกรณ์หรือเบราว์เซอร์นี้ได้,"Bu video, bu cihazda veya tarayıcıda gömülü oynatıcıda oynatılamıyor.",Không thể phát video này trong trình phát nhúng trên thiết bị hoặc trình duyệt này.
msg.youtube_error_invalid_id,This video can't be loaded because its link or ID is invalid.,无法加载此视频，因为其链接或ID无效。,無法載入此影片，因為其連結或ID無效。,تعذر تحميل هذا الفيديو لأن رابطه أو معرّفه غير صالح.,"Dieses Video kann nicht geladen werden, da der Link oder die ID ungültig ist.",Este video no se pudo cargar porque su enlace o ID no es válido.,Cette vidéo n'a pas pu être chargée car son lien ou son identifiant est invalide.,Video ini tidak dapat dimuat karena tautan atau ID-nya tidak valid.,Questo video non può essere caricato perché il suo link o ID non è valido.,この動画はリンクまたはIDが無効なため読み込めません。,이 동영상은 링크 또는 ID가 유효하지 않아 불러올 수 없습니다.,Deze video kan niet worden geladen omdat de link of ID ongeldig is.,"Nie można załadować tego filmu, ponieważ jego link lub identyfikator jest nieprawidłowy.",Este vídeo não pôde ser carregado porque seu link ou ID é inválido.,"Не удалось загрузить это видео, так как его ссылка или идентификатор недействительны.",ไม่สามารถโหลดวิดีโอนี้ได้เนื่องจากลิงก์หรือ ID ไม่ถูกต้อง,"Bu video, bağlantısı veya kimliği geçersiz olduğu için yüklenemiyor.",Không thể tải video này vì liên kết hoặc ID không hợp lệ.
nav.media,Media,媒体,媒體,وسائط,Medien,Medios,Média,Media,Media,メディア,미디어,Media,Multimedia,Mídia,Медиа,สื่อ,Medya,Media
nav.reading,Reading,阅读,閱讀,قراءة,Lesen,Lectura,Lecture,Membaca,Lettura,読書,읽기,Lezen,Czytanie,Leitura,Чтение,การอ่าน,Okuma,Đọc
nav.vocab,Vocab,词汇,詞彙,مفردات,Wortschatz,Vocabulario,Vocabulaire,Kosakata,Vocabolario,語彙,단어장,Woordenschat,Słownictwo,Vocabulário,Словарь,คำศัพท์,Kelime,Từ vựng
option.app_store,App Store,应用商店,App Store,متجر التطبيقات,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store
option.bilibili,Bilibili,哔哩哔哩,嗶哩嗶哩,بيليبيلي,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili
option.google_ads,Online Ads,在线广告,網路廣告,إعلانات عبر الإنترنت,Online-Werbung,Anuncios en línea,Publicités en ligne,Iklan Online,Pubblicità online,オンライン広告,온라인 광고,Online advertenties,Reklamy online,Anúncios Online,Онлайн реклама,โฆษณาออนไลน์,Çevrimiçi Reklamlar,Quảng cáo trực tuyến
option.google_play,Google Play,谷歌Play商店,Google Play商店,جوجل بلاي,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play
option.google_search,Web Search,网页搜索,網路搜尋,بحث الويب,Websuche,Búsqueda web,Recherche sur le Web,Pencarian Web,Ricerca web,ウェブ検索,웹 검색,Webzoekopdracht,Wyszukiwarka internetowa,Pesquisa na Web,Поиск в Интернете,การค้นหาเว็บ,Web Araması,Tìm kiếm web
option.hsk_courses,HSK Courses,HSK课程,HSK課程,دورات اختبار الكفاءة في اللغة الصينية,HSK-Kurse,Cursos HSK,Cours HSK,Kursus HSK,Corsi HSK,HSKコース,HSK 강좌,HSK-cursussen,Kursy HSK,Cursos HSK,Курсы HSK,คอร์ส HSK,HSK Kursları,Khóa học HSK
option.instagram,Instagram,Instagram,Instagram,إنستغرام,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram
option.other,Other (Please specify),其他（请说明）,其他（請說明）,أخرى (يرجى التحديد),Andere (Bitte angeben),"Otros (Por favor, especifica)",Autre (Veuillez spécifier),Lainnya (Silakan sebutkan),Altro (Specifica per favore),その他（ご指定ください）,기타 (구체적으로 명시해 주세요),Anders (Gelieve te specificeren),Inne (Proszę określić),Outro (Especifique),"Другое (пожалуйста, укажите)",อื่นๆ (โปรดระบุ),Diğer (Lütfen belirtin),Khác (Vui lòng nêu rõ)
option.word_of_mouth,Word of Mouth,口碑推荐,親友推薦,الكلام المنقول,Mundpropaganda,Boca a boca,Bouche à oreille,Rekomendasi dari mulut ke mulut,Passaparola,口コミ,구전,Mond-tot-mondreclame,Marketing szeptany,Boca a boca,Сарафанное радио,การบอกต่อ,Ağızdan ağıza,Truyền miệng
